,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,wine_type,quality_label
1932,6.6,0.38,0.29,2.4,0.136,15.0,93.0,0.99336,3.18,0.6,9.5,5,white,low
1933,5.8,0.32,0.38,4.75,0.033,23.0,94.0,0.991,3.42,0.42,11.8,7,white,medium
1934,6.2,0.24,0.27,16.8,0.04,48.0,129.0,0.9969100000000001,3.23,0.38,10.5,6,white,medium
1935,6.6,0.19,0.28,1.1,0.044000000000000004,38.0,100.0,0.9904,3.22,0.69,11.2,6,white,medium
1936,7.0,0.22,0.39,2.1,0.055,39.0,198.0,0.9951,3.52,0.54,10.2,6,white,medium
1937,11.8,0.33,0.49,3.4,0.09300000000000001,54.0,80.0,1.0002,3.3,0.76,10.7,7,red,medium
1938,6.0,0.19,0.26,12.4,0.048,50.0,147.0,0.9972,3.3,0.36,8.9,6,white,medium
1939,7.4,0.18,0.36,13.1,0.055999999999999994,72.0,163.0,1.0,3.42,0.35,9.1,6,white,medium
1940,7.4,0.24,0.26,1.6,0.057999999999999996,53.0,150.0,0.9936,3.18,0.5,9.9,7,white,medium
1941,6.2,0.2,0.28,1.1,0.039,24.0,78.0,0.9899,3.36,0.47,12.1,6,white,medium
1942,6.9,0.35,0.55,11.95,0.038,22.0,111.0,0.99687,3.11,0.29,9.7,5,white,low
1943,7.3,0.34,0.21,3.2,0.05,14.0,136.0,0.9936,3.25,0.44,10.2,5,white,low
1944,7.7,0.34,0.28,11.0,0.04,31.0,117.0,0.99815,3.27,0.29,9.2,6,white,medium
1945,7.4,0.22,0.28,9.0,0.046,22.0,121.0,0.9946799999999999,3.1,0.55,10.8,5,white,low
1946,6.5,0.26,0.34,1.4,0.04,25.0,184.0,0.99216,3.29,0.46,10.7,5,white,low
1947,8.9,0.48,0.53,4.0,0.10099999999999999,3.0,10.0,0.9958600000000001,3.21,0.59,12.1,7,red,medium
1948,6.6,0.22,0.23,17.3,0.047,37.0,118.0,0.9990600000000001,3.08,0.46,8.8,6,white,medium
1949,7.0,0.42,0.19,2.3,0.071,18.0,36.0,0.9947600000000001,3.39,0.56,10.9,5,red,low
1950,6.1,0.17,0.28,2.5,0.027999999999999997,22.0,98.0,0.99072,3.16,0.37,11.1,7,white,medium
1951,7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7,white,medium
1952,6.5,0.19,0.32,1.4,0.04,31.0,132.0,0.9922,3.36,0.54,10.8,7,white,medium
1953,7.3,0.29,0.3,13.0,0.043,46.0,238.0,0.9986,3.06,0.41,8.7,6,white,medium
1954,7.3,0.36,0.62,7.1,0.033,48.0,185.0,0.99472,3.14,0.62,10.6,6,white,medium
1955,5.2,0.48,0.04,1.6,0.054000000000000006,19.0,106.0,0.9927,3.54,0.62,12.2,7,red,medium
1956,6.1,0.34,0.21,5.0,0.042,17.0,133.0,0.9937299999999999,3.02,0.53,9.4,5,white,low
1957,7.0,0.27,0.74,1.3,0.17300000000000001,34.0,121.0,0.99334,3.04,0.46,9.2,6,white,medium
1958,6.6,0.25,0.3,14.4,0.052000000000000005,40.0,183.0,0.998,3.02,0.5,9.1,6,white,medium
1959,6.8,0.25,0.18,1.4,0.055999999999999994,13.0,137.0,0.9935,3.11,0.42,9.5,5,white,low
1960,5.3,0.715,0.19,1.5,0.161,7.0,62.0,0.99395,3.62,0.61,11.0,5,red,low
1961,8.9,0.22,0.48,1.8,0.077,29.0,60.0,0.9968,3.39,0.53,9.4,6,red,medium
1962,6.4,0.23,0.3,7.1,0.037000000000000005,63.0,236.0,0.9952,3.06,0.34,9.2,6,white,medium
1963,8.3,0.6,0.13,2.6,0.085,6.0,24.0,0.9984,3.31,0.59,9.2,6,red,medium
1964,9.1,0.68,0.11,2.8,0.09300000000000001,11.0,44.0,0.9988799999999999,3.31,0.55,9.5,6,red,medium
1965,9.1,0.3,0.41,2.0,0.068,10.0,24.0,0.99523,3.27,0.85,11.7,7,red,medium
1966,6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,6,red,medium
1967,7.3,0.14,0.49,1.1,0.038,28.0,99.0,0.9928,3.2,0.72,10.6,6,white,medium
1968,6.1,0.28,0.22,1.8,0.034,32.0,116.0,0.9898,3.36,0.44,12.6,6,white,medium
1969,7.6,0.51,0.15,2.8,0.11,33.0,73.0,0.9955,3.17,0.63,10.2,6,red,medium
1970,6.7,0.14,0.46,1.6,0.036000000000000004,15.0,92.0,0.99264,3.37,0.49,10.9,5,white,low
1971,7.1,0.42,0.2,2.8,0.038,28.0,109.0,0.9896799999999999,3.23,0.47,13.4,6,white,medium
1972,6.5,0.24,0.24,1.6,0.046,15.0,60.0,0.9928,3.19,0.39,9.8,5,white,low
1973,10.0,0.44,0.49,2.7,0.077,11.0,19.0,0.9963,3.23,0.63,11.6,7,red,medium
1974,7.4,0.19,0.31,14.5,0.045,39.0,193.0,0.9986,3.1,0.5,9.2,6,white,medium
1975,6.1,0.36,0.58,15.0,0.044000000000000004,42.0,115.0,0.9978,3.15,0.51,9.0,5,white,low
1976,6.4,0.31,0.53,8.8,0.057,36.0,221.0,0.9964200000000001,3.17,0.44,9.1,5,white,low
1977,8.7,0.84,0.0,1.4,0.065,24.0,33.0,0.9954,3.27,0.55,9.7,5,red,low
1978,8.4,0.17,0.31,5.4,0.052000000000000005,47.0,150.0,0.9953,3.24,0.38,9.8,5,white,low
1979,6.0,0.19,0.29,1.2,0.046,29.0,92.0,0.9903299999999999,3.22,0.53,11.3,6,white,medium
1980,6.9,0.22,0.28,7.8,0.05,43.0,116.0,0.99326,3.22,0.6,11.5,8,white,high
1981,6.6,0.21,0.31,11.4,0.039,46.0,165.0,0.99795,3.41,0.44,9.8,7,white,medium
1982,8.2,0.4,0.48,13.7,0.042,59.0,169.0,0.9986,3.1,0.52,9.4,5,white,low
1983,6.7,0.33,0.49,1.6,0.16699999999999998,20.0,94.0,0.9914,3.11,0.5,11.4,6,white,medium
1984,5.9,0.32,0.28,4.7,0.039,34.0,94.0,0.98964,3.22,0.57,13.1,7,white,medium
1985,11.2,0.5,0.74,5.15,0.1,5.0,17.0,0.9996,3.22,0.62,11.2,5,red,low
1986,5.1,0.11,0.32,1.6,0.027999999999999997,12.0,90.0,0.99008,3.57,0.52,12.2,6,white,medium
1987,6.8,0.22,0.41,6.7,0.034,39.0,116.0,0.99245,3.18,0.46,11.5,6,white,medium
1988,9.8,0.25,0.74,10.0,0.055999999999999994,36.0,225.0,0.9977,3.06,0.43,10.0,4,white,low
1989,6.8,0.6,0.18,1.9,0.079,18.0,86.0,0.9968,3.59,0.57,9.3,6,red,medium
1990,7.0,0.2,0.74,0.8,0.044000000000000004,19.0,163.0,0.9931,3.46,0.53,10.2,5,white,low
1991,7.9,0.58,0.23,2.3,0.076,23.0,94.0,0.9968600000000001,3.21,0.58,9.5,6,red,medium
1992,7.0,0.23,0.35,1.4,0.036000000000000004,31.0,113.0,0.9912,3.16,0.48,10.8,7,white,medium
1993,7.5,0.23,0.36,7.0,0.036000000000000004,43.0,161.0,0.9938,3.04,0.32,11.0,5,white,low
1994,8.4,0.37,0.43,2.3,0.063,12.0,19.0,0.9955,3.17,0.81,11.2,7,red,medium
1995,7.2,0.32,0.33,1.4,0.028999999999999998,29.0,109.0,0.9902,3.15,0.51,12.8,7,white,medium
1996,7.0,0.15,0.38,2.2,0.047,33.0,96.0,0.9928,3.13,0.39,10.4,8,white,high
1997,7.3,0.3,0.22,6.4,0.055999999999999994,44.0,168.0,0.9947,3.13,0.35,10.1,6,white,medium
1998,6.0,0.17,0.33,6.0,0.036000000000000004,30.0,111.0,0.9936200000000001,3.32,0.58,10.15,7,white,medium
1999,9.1,0.28,0.49,2.0,0.059000000000000004,10.0,112.0,0.9958,3.15,0.46,10.1,5,white,low
2000,6.6,0.24,0.27,1.4,0.057,33.0,152.0,0.9934,3.22,0.56,9.5,6,white,medium
2001,10.5,0.42,0.66,2.95,0.11599999999999999,12.0,29.0,0.997,3.24,0.75,11.7,7,red,medium
2002,7.7,0.26,0.31,1.3,0.043,47.0,155.0,0.9937,3.42,0.5,10.1,6,white,medium
2003,6.2,0.22,0.28,2.2,0.04,24.0,125.0,0.9917,3.19,0.48,10.5,6,white,medium
2004,6.7,0.16,0.37,1.3,0.036000000000000004,45.0,125.0,0.98964,3.19,0.51,12.4,7,white,medium
2005,6.6,0.22,0.58,1.1,0.133,52.0,136.0,0.9932,3.1,0.3,9.1,5,white,low
2006,5.6,0.185,0.19,7.1,0.048,36.0,110.0,0.9943799999999999,3.26,0.41,9.5,6,white,medium
2007,7.7,0.25,0.3,7.8,0.038,67.0,196.0,0.99555,3.1,0.5,10.1,5,white,low
2008,6.3,0.24,0.55,8.1,0.04,67.0,216.0,0.9959600000000001,3.24,0.5,9.2,5,white,low
2009,7.7,0.69,0.22,1.9,0.084,18.0,94.0,0.9961,3.31,0.48,9.5,5,red,low
2010,7.4,0.64,0.07,1.8,0.1,8.0,23.0,0.9961,3.3,0.58,9.6,5,red,low
2011,7.8,0.43,0.49,13.0,0.033,37.0,158.0,0.9955,3.14,0.35,11.3,6,white,medium
2012,6.9,0.26,0.29,4.2,0.043,33.0,114.0,0.9902,3.16,0.31,12.5,6,white,medium
2013,6.8,0.24,0.31,18.3,0.046,40.0,142.0,1.0,3.3,0.41,8.7,5,white,low
2014,9.8,0.93,0.45,8.6,0.052000000000000005,34.0,187.0,0.9994,3.12,0.59,10.2,4,white,low
2015,6.9,0.84,0.21,4.1,0.07400000000000001,16.0,65.0,0.9984200000000001,3.53,0.72,9.25,6,red,medium
2016,7.2,0.23,0.39,2.3,0.033,29.0,102.0,0.9908,3.26,0.54,12.3,7,white,medium
2017,6.8,0.32,0.32,8.7,0.028999999999999998,31.0,105.0,0.99146,3.0,0.34,12.3,7,white,medium
2018,10.0,0.29,0.4,2.9,0.098,10.0,26.0,1.0006,3.48,0.91,9.7,5,red,low
2019,6.4,0.16,0.44,1.2,0.051,39.0,122.0,0.9905799999999999,3.11,0.75,11.3,7,white,medium
2020,8.3,0.22,0.38,14.8,0.054000000000000006,32.0,126.0,1.0002,3.22,0.5,9.7,5,white,low
2021,6.2,0.21,0.27,1.7,0.038,41.0,150.0,0.9933,3.49,0.71,10.5,7,white,medium
2022,8.2,0.78,0.0,2.2,0.08900000000000001,13.0,26.0,0.9978,3.37,0.46,9.6,4,red,low
2023,6.1,0.22,0.4,1.85,0.031,25.0,111.0,0.98966,3.03,0.3,11.8,7,white,medium
2024,9.2,0.18,0.49,1.5,0.040999999999999995,39.0,130.0,0.9945,3.04,0.49,9.8,7,white,medium
2025,6.8,0.68,0.21,2.1,0.07,9.0,23.0,0.99546,3.38,0.6,10.3,5,red,low
2026,7.8,0.42,0.26,9.2,0.057999999999999996,34.0,199.0,0.9972,3.14,0.55,9.3,6,white,medium
2027,6.7,0.19,0.41,15.6,0.055999999999999994,75.0,155.0,0.9995,3.2,0.44,8.8,6,white,medium
2028,6.7,0.13,0.32,3.7,0.017,32.0,99.0,0.9934799999999999,3.12,0.44,10.0,6,white,medium
2029,6.2,0.38,0.18,7.4,0.095,28.0,195.0,0.9977299999999999,3.53,0.71,9.2,4,white,low
2030,7.5,0.4,0.12,3.0,0.092,29.0,53.0,0.9967,3.37,0.7,10.3,6,red,medium
2031,9.9,0.72,0.55,1.7,0.136,24.0,52.0,0.9975200000000001,3.35,0.94,10.0,5,red,low
2032,7.0,0.29,0.26,1.6,0.044000000000000004,12.0,87.0,0.9923,3.08,0.46,10.5,6,white,medium
2033,6.9,0.29,0.16,6.8,0.034,65.0,212.0,0.9955,3.08,0.39,9.0,6,white,medium
2034,6.0,0.26,0.18,7.0,0.055,50.0,194.0,0.9959100000000001,3.21,0.43,9.0,5,white,low
2035,7.7,0.3,0.42,14.3,0.045,45.0,213.0,0.9991,3.18,0.63,9.2,5,white,low
2036,7.1,0.26,0.29,12.4,0.044000000000000004,62.0,240.0,0.9969,3.04,0.42,9.2,6,white,medium
2037,7.8,0.28,0.31,2.1,0.046,28.0,208.0,0.99434,3.23,0.64,9.8,5,white,low
2038,7.8,0.17,0.5,1.3,0.045,35.0,140.0,0.9904,3.16,0.4,12.0,6,white,medium
2039,5.7,0.18,0.36,1.2,0.046,9.0,71.0,0.9919899999999999,3.7,0.68,10.9,7,white,medium
2040,8.7,0.23,0.32,13.4,0.044000000000000004,35.0,169.0,0.99975,3.12,0.47,8.8,7,white,medium
2041,6.1,0.16,0.24,1.4,0.046,17.0,77.0,0.99319,3.66,0.57,10.3,6,white,medium
2042,6.4,0.27,0.49,7.3,0.046,53.0,206.0,0.9956,3.24,0.43,9.2,6,white,medium
2043,7.6,0.22,0.28,12.0,0.055999999999999994,68.0,143.0,0.9983,2.99,0.3,9.2,6,white,medium
2044,7.8,0.56,0.19,2.0,0.081,17.0,108.0,0.9962,3.32,0.54,9.5,5,red,low
2045,6.1,0.35,0.24,2.3,0.034,25.0,133.0,0.9906,3.34,0.59,12.0,7,white,medium
2046,10.2,0.67,0.39,1.9,0.054000000000000006,6.0,17.0,0.9976,3.17,0.47,10.0,5,red,low
2047,9.7,0.24,0.49,4.9,0.032,3.0,18.0,0.9936799999999999,2.85,0.54,10.0,6,white,medium
2048,13.2,0.46,0.52,2.2,0.071,12.0,35.0,1.0006,3.1,0.56,9.0,6,red,medium
2049,6.2,0.23,0.35,0.7,0.051,24.0,111.0,0.9916,3.37,0.43,11.0,3,white,low
2050,7.0,0.18,0.37,1.5,0.043,16.0,104.0,0.99216,3.18,0.5,10.8,5,white,low
2051,7.1,0.26,0.32,16.2,0.044000000000000004,31.0,170.0,0.99644,3.17,0.37,11.2,5,white,low
2052,8.1,0.66,0.22,2.2,0.069,9.0,23.0,0.9968,3.3,1.2,10.3,5,red,low
2053,7.9,0.29,0.31,7.35,0.034,37.0,154.0,0.9938,3.06,0.31,10.8,5,white,low
2054,7.7,0.43,0.28,4.5,0.046,33.0,102.0,0.9918,3.16,0.56,12.2,7,white,medium
2055,5.7,0.27,0.16,9.0,0.053,32.0,111.0,0.99474,3.36,0.37,10.4,6,white,medium
2056,6.3,0.51,0.13,2.3,0.076,29.0,40.0,0.99574,3.42,0.75,11.0,6,red,medium
2057,7.6,0.2,0.3,14.2,0.055999999999999994,53.0,212.5,0.9990000000000001,3.14,0.46,8.9,8,white,high
2058,7.1,0.2,0.27,9.6,0.037000000000000005,19.0,105.0,0.99444,3.04,0.37,10.5,7,white,medium
2059,6.9,0.25,0.33,1.2,0.035,35.0,158.0,0.99082,3.02,0.58,11.3,6,white,medium
2060,6.6,0.36,0.52,11.3,0.046,8.0,110.0,0.9966,3.07,0.46,9.4,5,white,low
2061,6.2,0.25,0.48,10.0,0.044000000000000004,78.0,240.0,0.99655,3.25,0.47,9.5,6,white,medium
2062,5.6,0.205,0.16,12.55,0.051,31.0,115.0,0.99564,3.4,0.38,10.8,6,white,medium
2063,6.9,0.38,0.29,13.65,0.048,52.0,189.0,0.99784,3.0,0.6,9.5,6,white,medium
2064,5.8,0.13,0.22,12.7,0.057999999999999996,24.0,183.0,0.9956,3.32,0.42,11.7,6,white,medium
2065,6.4,0.22,0.34,1.8,0.057,29.0,104.0,0.9959,3.81,0.57,10.3,6,white,medium
2066,6.1,0.27,0.25,1.8,0.040999999999999995,9.0,109.0,0.9929,3.08,0.54,9.0,5,white,low
2067,7.4,0.21,0.8,12.3,0.038,77.0,183.0,0.9977799999999999,2.95,0.48,9.0,5,white,low
2068,6.6,0.26,0.29,1.4,0.039,13.0,67.0,0.9915,3.05,0.49,10.9,6,white,medium
2069,7.8,0.21,0.27,1.2,0.051,20.0,89.0,0.9936,3.06,0.46,9.1,5,white,low
2070,6.2,0.32,0.24,4.1,0.051,34.0,149.0,0.99306,3.36,0.52,11.0,5,white,low
2071,9.8,0.5,0.34,2.3,0.094,10.0,45.0,0.99864,3.24,0.6,9.7,7,red,medium
2072,7.3,0.38,0.21,2.0,0.08,7.0,35.0,0.9961,3.33,0.47,9.5,5,red,low
2073,7.2,0.41,0.3,2.1,0.083,35.0,72.0,0.997,3.44,0.52,9.4,5,red,low
2074,7.6,0.28,0.39,1.2,0.038,21.0,115.0,0.9940000000000001,3.16,0.67,10.0,6,white,medium
2075,7.1,0.67,0.0,2.3,0.083,18.0,27.0,0.9976799999999999,3.44,0.54,9.4,5,red,low
2076,7.0,0.735,0.05,2.0,0.081,13.0,54.0,0.9966,3.39,0.57,9.8,5,red,low
2077,6.4,0.17,0.27,9.9,0.047,26.0,101.0,0.9959600000000001,3.34,0.5,9.9,6,white,medium
2078,6.6,0.24,0.38,8.0,0.042,56.0,187.0,0.99577,3.21,0.46,9.2,5,white,low
2079,6.5,0.28,0.26,8.8,0.04,44.0,139.0,0.9956,3.32,0.37,10.2,6,white,medium
2080,6.6,0.23,0.27,5.6,0.043,43.0,164.0,0.9953,3.27,0.76,9.5,5,white,low
2081,6.6,0.57,0.02,2.1,0.115,6.0,16.0,0.99654,3.38,0.69,9.5,5,red,low
2082,7.1,0.36,0.37,4.8,0.019,39.0,114.0,0.99036,3.08,0.49,12.7,7,white,medium
2083,10.6,0.34,0.49,3.2,0.078,20.0,78.0,0.9992,3.19,0.7,10.0,6,red,medium
2084,8.2,0.36,0.29,7.6,0.035,37.0,122.0,0.9939,3.16,0.34,12.0,5,white,low
2085,6.0,0.36,0.32,1.1,0.053,26.0,173.0,0.9941399999999999,3.38,0.54,8.8,5,white,low
2086,6.2,0.2,0.33,5.4,0.027999999999999997,21.0,75.0,0.9901200000000001,3.36,0.41,13.5,7,white,medium
2087,6.9,0.3,0.25,3.3,0.040999999999999995,26.0,124.0,0.9942799999999999,3.18,0.5,9.3,6,white,medium
2088,6.8,0.28,0.36,8.0,0.045,28.0,123.0,0.9928,3.02,0.37,11.4,6,white,medium
2089,6.7,0.43,0.23,5.0,0.157,49.0,145.0,0.99471,3.17,0.49,9.4,5,white,low
2090,6.5,0.115,0.29,1.95,0.038,73.0,166.0,0.9890000000000001,3.12,0.25,12.9,7,white,medium
2091,7.7,0.18,0.35,5.8,0.055,25.0,144.0,0.9957600000000001,3.24,0.54,10.2,6,white,medium
2092,8.3,0.625,0.2,1.5,0.08,27.0,119.0,0.9972,3.16,1.12,9.1,4,red,low
2093,7.5,0.29,0.26,14.95,0.067,47.0,178.0,0.9983799999999999,3.04,0.49,9.2,4,white,low
2094,7.3,0.41,0.24,6.8,0.057,41.0,163.0,0.9949,3.2,0.41,9.9,6,white,medium
2095,6.7,0.41,0.27,2.6,0.033,25.0,85.0,0.9908600000000001,3.05,0.34,11.7,6,white,medium
2096,6.2,0.17,0.3,1.1,0.037000000000000005,14.0,79.0,0.993,3.5,0.54,10.3,6,white,medium
2097,6.2,0.27,0.43,7.8,0.055999999999999994,48.0,244.0,0.9956,3.1,0.51,9.0,6,white,medium
2098,9.3,0.715,0.24,2.1,0.07,5.0,20.0,0.9966,3.12,0.59,9.9,5,red,low
2099,7.4,0.16,0.32,1.4,0.065,23.0,140.0,0.99134,3.06,0.47,11.4,6,white,medium
2100,6.5,0.23,0.45,2.1,0.027000000000000003,43.0,104.0,0.99054,3.02,0.52,11.3,6,white,medium
2101,7.4,0.17,0.4,5.5,0.037000000000000005,34.0,161.0,0.9935,3.05,0.62,11.5,4,white,low
2102,7.8,0.28,0.31,2.1,0.046,28.0,208.0,0.99434,3.23,0.64,9.8,5,white,low
2103,6.3,0.27,0.49,1.2,0.063,35.0,92.0,0.9911,3.38,0.42,12.2,6,white,medium
2104,7.9,0.21,0.39,2.0,0.057,21.0,138.0,0.9917600000000001,3.05,0.52,10.9,5,white,low
2105,7.0,0.26,0.59,1.4,0.037000000000000005,40.0,120.0,0.9918,3.34,0.41,11.1,7,white,medium
2106,6.9,0.24,0.33,1.7,0.035,47.0,136.0,0.99,3.26,0.4,12.6,7,white,medium
2107,6.2,0.25,0.28,8.5,0.035,28.0,108.0,0.9948600000000001,3.4,0.42,10.4,6,white,medium
2108,7.1,0.29,0.34,7.8,0.036000000000000004,49.0,128.0,0.99397,3.21,0.4,10.7,6,white,medium
2109,7.7,0.46,0.18,3.3,0.054000000000000006,18.0,143.0,0.99392,3.12,0.51,10.8,6,white,medium
2110,6.4,0.15,0.4,1.5,0.042,23.0,87.0,0.98972,3.11,0.46,12.2,7,white,medium
2111,7.2,0.3,0.3,8.7,0.022000000000000002,14.0,111.0,0.9957600000000001,3.11,0.61,10.6,5,white,low
2112,5.8,0.23,0.31,3.5,0.044000000000000004,35.0,158.0,0.98998,3.19,0.37,12.1,7,white,medium
2113,6.9,0.19,0.38,1.15,0.023,30.0,105.0,0.9904700000000001,3.11,0.38,11.4,5,white,low
2114,6.4,0.28,0.41,6.8,0.045,61.0,216.0,0.9952,3.09,0.46,9.4,5,white,low
2115,6.7,0.46,0.24,1.7,0.077,18.0,34.0,0.9948,3.39,0.6,10.6,6,red,medium
2116,6.4,0.28,0.44,7.1,0.048,49.0,179.0,0.9952799999999999,3.15,0.48,9.2,5,white,low
2117,7.9,0.51,0.34,2.6,0.049,13.0,135.0,0.99335,3.09,0.51,10.0,5,white,low
2118,7.5,0.23,0.49,7.7,0.049,61.0,209.0,0.9941,3.14,0.3,11.1,7,white,medium
2119,7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,7,white,medium
2120,7.3,0.28,0.36,12.7,0.04,38.0,140.0,0.998,3.3,0.79,9.6,6,white,medium
2121,7.2,0.835,0.0,2.0,0.166,4.0,11.0,0.99608,3.39,0.52,10.0,5,red,low
2122,6.7,0.21,0.37,2.5,0.034,35.0,89.0,0.9913,3.25,0.5,11.0,7,white,medium
2123,8.8,0.31,0.4,2.8,0.109,7.0,16.0,0.9961399999999999,3.31,0.79,11.8,7,red,medium
2124,6.6,0.17,0.26,7.4,0.052000000000000005,45.0,128.0,0.9938799999999999,3.16,0.37,10.0,6,white,medium
2125,11.3,0.36,0.66,2.4,0.12300000000000001,3.0,8.0,0.9964200000000001,3.2,0.53,11.9,6,red,medium
2126,5.7,1.13,0.09,1.5,0.172,7.0,19.0,0.9940000000000001,3.5,0.48,9.8,4,red,low
2127,7.7,0.28,0.58,12.1,0.046,60.0,177.0,0.9983,3.08,0.46,8.9,5,white,low
2128,6.0,0.29,0.2,12.6,0.045,45.0,187.0,0.9972,3.33,0.42,9.5,5,white,low
2129,5.7,0.335,0.34,1.0,0.04,13.0,174.0,0.992,3.27,0.66,10.0,5,white,low
2130,6.7,0.37,0.25,2.5,0.027999999999999997,24.0,84.0,0.9909,3.14,0.36,11.7,6,white,medium
2131,6.6,0.29,0.44,9.0,0.053,62.0,178.0,0.99685,3.02,0.45,8.9,5,white,low
2132,6.0,0.23,0.15,9.7,0.048,101.0,207.0,0.99571,3.05,0.3,9.1,5,white,low
2133,6.8,0.22,0.37,15.2,0.051,68.0,178.0,0.99935,3.4,0.85,9.3,6,white,medium
2134,6.8,0.24,0.34,5.1,0.038,31.0,99.0,0.9921,3.24,0.46,11.8,6,white,medium
2135,6.9,0.25,0.35,9.2,0.034,42.0,150.0,0.9947,3.21,0.36,11.5,6,white,medium
2136,10.3,0.27,0.56,1.4,0.047,3.0,8.0,0.99471,3.16,0.51,11.8,6,red,medium
2137,6.8,0.64,0.1,2.1,0.085,18.0,101.0,0.9956,3.34,0.52,10.2,5,red,low
2138,6.9,0.14,0.38,1.0,0.040999999999999995,22.0,81.0,0.9904299999999999,3.03,0.54,11.4,6,white,medium
2139,6.9,0.41,0.33,10.1,0.043,28.0,152.0,0.9968,3.2,0.52,9.4,5,white,low
2140,6.9,0.4,0.17,12.9,0.033,59.0,186.0,0.99754,3.08,0.49,9.4,5,white,low
2141,8.8,0.33,0.44,6.35,0.024,9.0,87.0,0.9917,2.96,0.4,12.6,7,white,medium
2142,8.3,0.36,0.57,15.0,0.052000000000000005,35.0,256.0,1.0001,2.93,0.64,8.6,5,white,low
2143,7.8,0.21,0.49,1.2,0.036000000000000004,20.0,99.0,0.99,3.05,0.28,12.1,7,white,medium
2144,7.1,0.31,0.17,1.0,0.042,21.0,144.0,0.9930399999999999,3.13,0.4,9.6,5,white,low
2145,6.7,0.26,0.3,1.8,0.043,25.0,121.0,0.9944,3.44,0.61,10.2,6,white,medium
2146,11.1,0.18,0.48,1.5,0.068,7.0,15.0,0.9973,3.22,0.64,10.1,6,red,medium
2147,6.2,0.3,0.31,1.2,0.048,19.0,125.0,0.9899899999999999,3.32,0.54,12.6,6,white,medium
2148,7.2,0.39,0.63,11.0,0.044000000000000004,55.0,156.0,0.9974,3.09,0.44,8.7,6,white,medium
2149,8.1,0.38,0.48,1.8,0.157,5.0,17.0,0.9976,3.3,1.05,9.4,5,red,low
2150,6.3,0.6,0.44,11.0,0.05,50.0,245.0,0.9972,3.19,0.57,9.3,4,white,low
2151,6.7,0.36,0.28,8.3,0.034,29.0,81.0,0.99151,2.96,0.39,12.5,6,white,medium
2152,5.5,0.12,0.33,1.0,0.038,23.0,131.0,0.99164,3.25,0.45,9.8,5,white,low
2153,8.2,0.21,0.32,10.65,0.053,53.0,145.0,0.9972,3.17,0.48,10.2,6,white,medium
2154,6.8,0.14,0.35,1.5,0.047,40.0,117.0,0.99111,3.07,0.72,11.1,6,white,medium
2155,6.8,0.18,0.37,1.5,0.027000000000000003,37.0,93.0,0.992,3.3,0.45,10.8,6,white,medium
2156,7.5,0.3,0.71,1.3,0.16,44.0,149.0,0.9948,3.08,0.42,8.9,5,white,low
2157,6.5,0.26,0.43,8.9,0.083,50.0,171.0,0.9965,2.85,0.5,9.0,5,white,low
2158,9.9,0.35,0.38,1.5,0.057999999999999996,31.0,47.0,0.9967600000000001,3.26,0.82,10.6,7,red,medium
2159,7.2,0.35,0.34,12.4,0.051,6.0,37.0,0.9944,3.13,0.39,11.5,6,white,medium
2160,7.2,0.24,0.29,2.2,0.037000000000000005,37.0,102.0,0.992,3.27,0.64,11.0,7,white,medium
2161,9.0,0.24,0.5,1.2,0.048,26.0,107.0,0.9918,3.21,0.34,12.4,6,white,medium
2162,6.7,0.54,0.27,7.1,0.049,8.0,178.0,0.9950200000000001,3.16,0.38,9.4,4,white,low
2163,6.0,0.16,0.3,6.7,0.043,43.0,153.0,0.9951,3.63,0.46,10.6,5,white,low
2164,8.4,0.59,0.29,2.6,0.109,31.0,119.0,0.9980100000000001,3.15,0.5,9.1,5,red,low
2165,7.2,0.21,0.31,10.5,0.035,36.0,122.0,0.9947799999999999,3.12,0.4,10.6,6,white,medium
2166,7.5,0.38,0.29,4.9,0.021,38.0,113.0,0.99026,3.08,0.48,13.0,7,white,medium
2167,6.7,0.25,0.26,1.55,0.040999999999999995,118.5,216.0,0.9949,3.55,0.63,9.4,3,white,low
2168,7.4,0.2,1.66,2.1,0.022000000000000002,34.0,113.0,0.99165,3.26,0.55,12.2,6,white,medium
2169,6.4,0.3,0.45,3.5,0.19699999999999998,76.0,180.0,0.9942,3.02,0.39,9.1,6,white,medium
2170,7.1,0.63,0.06,2.0,0.083,8.0,29.0,0.99855,3.67,0.73,9.6,5,red,low
2171,6.9,0.44,0.42,8.5,0.048,10.0,147.0,0.9974,3.32,0.46,9.5,6,white,medium
2172,5.8,0.3,0.23,1.5,0.034,37.0,121.0,0.9887100000000001,2.96,0.34,12.1,6,white,medium
2173,6.8,0.39,0.35,11.6,0.044000000000000004,57.0,220.0,0.99775,3.07,0.53,9.3,5,white,low
2174,5.1,0.35,0.26,6.8,0.034,36.0,120.0,0.9918799999999999,3.38,0.4,11.5,6,white,medium
2175,9.0,0.2,0.33,3.5,0.049,10.0,40.0,0.9944,3.14,0.36,9.8,6,white,medium
